11,germany reports terrorist threat against u.s embassy ,247, bonn germany (ap) german police raided several locations near bonn after receiving word of terrorist threat against the u.s embassy but no evidence of planned attack was found officials said wednesday police including agents of an elite anti terrorist unit,C:\Users\rishi\Desktop\docs\docs\d30005t\APW19981104.0772
12,bin laden `hero' to some who warn u.s against his capture ,455, islamabad pakistan (ap) an islamic militant group on thursday threatened to retaliate if saudi dissident osama bin laden is arrested and described washington's no enemy as ``hero'' to muslims worldwide bin laden believed to be in afghanistan and top aide,C:\Users\rishi\Desktop\docs\docs\d30005t\APW19981105.0282
13,u.s says it can tie bin laden to embassy bombings (jt) ,319, new york federal prosecutors in manhattan said wednesday that one of the men accused of conspiring to bomb the u.s embassies in kenya and tanzania in august had met earlier with osama bin laden the suspected mastermind of the attacks,C:\Users\rishi\Desktop\docs\docs\d30005t\NYT19981007.0383
14,taliban said to weigh trial for bin laden ,332, cairo the taliban movement in afghanistan might consider putting osama bin laden on trial for 1996 bomb attack that killed 19 american airmen in saudi arabia leading saudi owned newspaper reported wednesday bin laden the saudi born islamic militant who,C:\Users\rishi\Desktop\docs\docs\d30005t\NYT19981007.0384
15,vehicles used in tanzania bombing fbi says ,425, dar es salaam tanzania in rare public statement about the august bombings of two u.s embassies in africa the fbi said friday that two vehicles had been used in the attack on the embassy here the fbi also indicated that,C:\Users\rishi\Desktop\docs\docs\d30005t\NYT19981016.0283
16,acting for u.s. saudis asked taliban to deport bin laden ,954, washington urged on by the clinton administration saudi arabia's top intelligence official met privately with the leader of the taliban in late september to try to persuade afghanistan to deport osama bin laden the saudi exile suspected of masterminding the,C:\Users\rishi\Desktop\docs\docs\d30005t\NYT19981017.0140
17,u.s sees brooklyn connection to embassy bombings ,1444, new york several months after the bombing of the world trade center in february 1993 one of the suspects tried to bargain with federal prosecutors in new york offering inside information about the bomb plot in exchange for lighter sentence,C:\Users\rishi\Desktop\docs\docs\d30005t\NYT19981021.0378
18,u.s received warning before nairobi embassy bombing ,825, nairobi kenya nine months before the attack on the american embassy here u.s intelligence officials received detailed warning that islamic radicals were plotting to blow up the building according to kenyan and american officials the warning forecast the aug bombing,C:\Users\rishi\Desktop\docs\docs\d30005t\NYT19981022.0453
19,u.s charges bin laden in embassy bombings ,550, new york federal grand jury in manhattan returned 238 count indictment wednesday charging the saudi exile osama bin laden with conspiring to bomb two u.s embassies in africa in august and with committing acts of terrorism against americans abroad government,C:\Users\rishi\Desktop\docs\docs\d30005t\NYT19981104.0491
20,judge to review complaints of embassy bombing defendants ,344, new york federal district judge agreed tuesday to review complaints by lawyers for three men arrested after the bombings of two u.s embassies in africa that their jail conditions in manhattan are unconstitutional and inhumane judge leonard sand of u.s,C:\Users\rishi\Desktop\docs\docs\d30005t\NYT19981110.0432
21,car bomb explodes israel suspends ratification of peace accord ,633, jerusalem (ap) car bomb exploded friday in jerusalem market crowded with israelis shopping for the sabbath the blast killed two apparently the assailants and wounded 21 israelis in response israel's cabinet suspended implementation of the new peace accord with the,C:\Users\rishi\Desktop\docs\docs\d30010t\APW19981106.0520
22,car bomb explodes israel suspends ratification of peace accord ,816, jerusalem (ap) car bomb blew up friday in jerusalem market crowded with israelis shopping for the sabbath the blast killed two assailants wounded 21 israelis and prompted israel to suspend implementation of the peace accord with the palestinians the islamic,C:\Users\rishi\Desktop\docs\docs\d30010t\APW19981106.0572
23,blast kills bombers injures 16 others delays action on accord ,695, jerusalem (ap) suicide bombers targeted crowded open air market friday setting off blasts that killed the two assailants injured 21 shoppers and passersby and prompted the israeli cabinet to put off action on the new peace accord the radical islamic,C:\Users\rishi\Desktop\docs\docs\d30010t\APW19981106.0851
24,blast kills bombers injures 16 others delays action on accord ,316, jerusalem (ap) suicide bombers targeted crowded open air market friday setting off blasts that killed the two assailants injured 21 shoppers and passersby and prompted the israeli cabinet to put off action on the new peace accord the radical islamic,C:\Users\rishi\Desktop\docs\docs\d30010t\APW19981106.1126
25,militants pull out all stops to halt accord that targets militants ,612, jerusalem (ap) islamic militants are pulling out all the stops to keep the new u.s. brokered israeli palestinian peace accord from becoming reality in recent days suicide bombers have attacked an israeli school bus in the gaza strip and jerusalem's,C:\Users\rishi\Desktop\docs\docs\d30010t\APW19981107.0116
26,militants pull out all stops to halt accord that targets militants ,193, jerusalem (ap) islamic militants are pulling out all the stops to keep the new u.s. brokered israeli palestinian peace accord from becoming reality in recent days suicide bombers have attacked an israeli school bus in the gaza strip and jerusalem's,C:\Users\rishi\Desktop\docs\docs\d30010t\APW19981107.0118
27,family of bomber expresses pride arafat vows to hunt masterminds ,494, jerusalem (ap) the father of one of the islamic militants who died in the suicide bombing of crowded jerusalem market said saturday he was sad about his son's death but proud of what he had done friday's bombing at the,C:\Users\rishi\Desktop\docs\docs\d30010t\APW19981107.0131
28,mubarak says peace unlikely under netanyahu ,367, cairo egypt (ap) egypt's president says there is ``virtually nobody'' who believes israeli prime minister benjamin netanyahu will implement the latest peace deal with palestinians in an interview published saturday president hosni mubarak said if netanyahu wants to change that,C:\Users\rishi\Desktop\docs\docs\d30010t\APW19981107.0143
29,jerusalem explosion kills bombers injures 24 imperils peace effort ,504, jerusalem red fiat belching smoke sent shoppers fleeing moments before it exploded outside bustling marketplace on friday morning killing the two bombers injuring 24 other people and disabling the u.s. brokered peace effort the israeli cabinet immediately suspended deliberations on,C:\Users\rishi\Desktop\docs\docs\d30010t\NYT19981106.0468
30,clinton says bombing should not derail accord ,351, washington president clinton expressed sympathy to israel friday after car bomb explosion in jerusalem market wounded 24 people but said the attack should not derail the recent land for security deal between israel and the palestinians the president said the,C:\Users\rishi\Desktop\docs\docs\d30010t\NYT19981106.0494
31,asia prepares for best night to watch celestial light show ,535, doi inthanon thailand (ap) stargazers in asia sought high ground and clear skies tuesday to view the most spectacular celestial fireworks in 33 years after enjoying low key preview monday night the leonids meteor shower was expected to blaze forth,C:\Users\rishi\Desktop\docs\docs\d30012t\APW19981117.0597
32,fast moving dust cloud has satellite operators on edge no problems ,349, los angeles (ap) satellite operators reported no immediate problems tuesday as the earth passed through the tail of comet that peppered the atmosphere with tiny bits of space junk zipping along at 155 000 mph (250 000 kph) while people around the,C:\Users\rishi\Desktop\docs\docs\d30012t\APW19981117.0914
33,tens of thousands of people search for stars ,467, whether they stood on the tallest mountain in thailand or the desert in california tens of thousands of people were searching the skies for glimpse of the biggest meteor shower in decades clouds interfered with the view from many sites,C:\Users\rishi\Desktop\docs\docs\d30012t\APW19981117.1226
34,the leonids viewer's guide ,376, unfortunately for residents of the united states the leonid storm on nov 17 is expected to begin at 2:43 p.m eastern standard time and is likely to last for only an hour or so for the united states therefore the,C:\Users\rishi\Desktop\docs\docs\d30012t\NYT19981012.0242
35,as meteors near satellites avert eyes ,1289, periodically for at least the last 1 000 years spectacular rain of meteors spawned by passing comet has lighted up the sky inspiring fear wonder and admiration the meteor storm which shot hundreds of thousands of blazing streaks across the heavens,C:\Users\rishi\Desktop\docs\docs\d30012t\NYT19981012.0245
36,meteor storm poses threat to satellites ,1043, chicken little would love this one the earth is hurtling into the path of comet called temple tuttle on tuesday the earth will enter temple tuttle's debris strewn backwash and will then according to many scientists witness the most intense,C:\Users\rishi\Desktop\docs\docs\d30012t\NYT19981115.0065
37,meteor storm poses threat to satellites ,1072, chicken little would love this one the earth is hurtling into the path of comet called temple tuttle on tuesday the earth will enter temple tuttle's debris strewn backwash and will then according to many scientists witness the most intense,C:\Users\rishi\Desktop\docs\docs\d30012t\NYT19981115.0091
38,science takes its seat for the night of the meteors ,956, by the time the earth collides with dense swarm of meteoroids tuesday night to unleash what may be the heaviest meteor bombardment since 1966 many orbiting satellites will have maneuvered into positions facing away from the storm to avoid damage,C:\Users\rishi\Desktop\docs\docs\d30012t\NYT19981116.0199
39,leonid meteor showers arrive though not exactly as expected ,474, the much anticipated storm of leonid meteors swept over earth on tuesday bit ahead of schedule leaving many sky watchers disappointed but others dazzled by fireballs as bright as the full moon the leonids so named because they appear to,C:\Users\rishi\Desktop\docs\docs\d30012t\NYT19981117.0290
40,weather ,336, national forecast &ql low pressure will move northeast over the northern great lakes thursday conveyor belt of cold moist air to the northwest of the low's track will cause moderate to heavy snow over northern minnesota to persist into the,C:\Users\rishi\Desktop\docs\docs\d30012t\NYT19981118.0287
41,swissair working on further compensation for flight 111 families ,224, zurich switzerland (ap) swissair lawyers are looking at procedures for making payments of up to around dlrs 137 000 to families of those killed in last month's crash off nova scotia spokesman for the airline said tuesday the compensation payments correspond,C:\Users\rishi\Desktop\docs\docs\d30016t\APW19981006.0543
42,eight weeks after crash bulk of flight 111 wreckage now recovered ,406, toronto (ap) hundreds of thousands of pieces of swissair flight 111 representing 60 percent of the plane have now been retrieved from the ocean floor but an explanation for the sept crash remains far off investigators said tuesday benoit bouchard,C:\Users\rishi\Desktop\docs\docs\d30016t\APW19981027.1075
43,eight weeks after crash bulk of flight 111 wreckage now recovered ,415, toronto (ap) hundreds of thousands of pieces of swissair flight 111 representing 60 percent of the plane have now been retrieved from the ocean floor but an explanation for the sept crash remains far off investigators said tuesday benoit bouchard,C:\Users\rishi\Desktop\docs\docs\d30016t\APW19981027.1082
44,temperature reached 300 degrees (570f) in doomed swissair flight ,246, zurich switzerland (ap) temperatures rose to 300 degrees (570 degrees f) without leaving traces of fire in the front part of swissair flight 111 before it crashed an in house publication of the airline said thursday there still is no,C:\Users\rishi\Desktop\docs\docs\d30016t\APW19981105.0853
45,swissair ceo defends installation of in flight entertainment ,164, zurich switzerland (ap) swissair ``did everything correctly'' in installing state of the art entertainment system switched off last month in the wake of the crash of flight 111 the airline's chief executive said in an interview published sunday swissair acted,C:\Users\rishi\Desktop\docs\docs\d30016t\APW19981122.0381
46,swissair ceo defends installation of in flight entertainment ,159, zurich switzerland (ap) swissair ``did everything correctly'' in installing state of the art entertainment system switched off last month in the wake of the crash of flight 111 the airline's chief executive said in an interview published sunday swissair acted,C:\Users\rishi\Desktop\docs\docs\d30016t\APW19981122.0382
47,faa asks whether airliners can get too old to fly safely ,678, washington the federal aviation administration said on thursday that it would consider whether airliners can get too old to fly which would be change from its longstanding belief that jets are eternal if they are inspected often enough as first,C:\Users\rishi\Desktop\docs\docs\d30016t\NYT19981001.0440
48,heat damage found in wires of swissair video system ,534, washington investigators looking into the crash last month of swissair flight 111 off the coast of nova scotia have found ``heat damage'' in wires from the plane's in flight entertainment system prompting the airline to disconnect the system on all,C:\Users\rishi\Desktop\docs\docs\d30016t\NYT19981029.0472
49,faa orders airlines to check md 11 cockpit switches ,233, washington the federal aviation administration on thursday abruptly ordered airlines that fly md 11s to inspect two cockpit switches because one model in wide use can give off smoke at certain settings but such switches did not cause the crash,C:\Users\rishi\Desktop\docs\docs\d30016t\NYT19981112.0477
50,web site for crash victim families ,579, washington after the crash of swissair flight 111 the airline gave the grieving familes of the victims all the help customarily offered in such disasters it brought them to halifax booked them in hotels and bused them to the crash,C:\Users\rishi\Desktop\docs\docs\d30016t\NYT19981118.0185
51,china looking for asian games gold in taekwondo ,279, beijing (ap) china hopes to win its first asian games gold medal in the martial art of taekwondo next month in thailand the official newspaper china sports daily said tuesday the team of six women and three men will be,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981103.0271
52,more than 8 000 confirmed for asian games ,287, bangkok thailand (ap) thailand expects 39 countries regions or organizations to send teams to the asian games but is still waiting for confirmation from tajikistan mongolia and palestinian team the games' organizers said monday only afghanistan is certain not to,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981116.0496
53,north korea to send 317 member delegation to asian games ,220, seoul south korea (ap) despite catastrophic hunger at home north korea plans to send 317 athletes and officials to next month's asian games in thailand south korean officials said thursday it will be the largest sports delegation the communist country,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981119.0262
54,china's swimmers to challenge japan at asian games ,375, beijing (ap) chinese swimmers missing some of their stars are eyeing japan as the team to beat at the asian games in thailand an official report said wednesday china's formidable table tennis team also missing some veteran champions is bracing,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981125.0256
55,repeating to remove writethru designation ,422, bangkok thailand (ap) star striker chen yang scored hat trick wednesday for china in lackluster 4 1 victory over cambodia securing his country spot in the second soccer round for the 13th asian games underdog turkmenistan also earned second round,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981202.0568
56,indian field hockey team turning to divine power to regain glory ,346, bangkok thailand (ap) once at the top of world field hockey india would like to have hockey god to help regain that glory ``things are changing in bangkok and we are feeling much better '' rajinder singh manager of the indian,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981204.0252
57,former drug cheat back in the swim of things ,393, bangkok thailand (ap) china's swim team will hit the water at the asian games on monday with reminder of the darkest chapter in its story of drug shame xiong gouming one of the 11 chinese athletes who tested positive for,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981206.0169
58,former drug cheat back in the swim of things ,404, bangkok thailand (ap) china's swim team will hit the water at the asian games on monday with reminder of the darkest chapter in its story of drug shame xiong guoming one of the 11 chinese athletes who tested positive for,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981206.0201
59,chinese divers predict asian games gold ,167, bangkok thailand (ap) china's women divers expect to clinch asian games gold in the platform competition but could face stiff competition from kazakstan in the springboard ``if we make no big mistake the gold should be ours '' chinese platform diver,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981206.0390
60,chinese divers predict asian games gold ,164, bangkok thailand (ap) china's women divers expect to clinch asian games gold in the platform competition but could face stiff competition from kazakstan in the springboard ``if we make no big mistake the gold should be ours '' chinese platform diver,C:\Users\rishi\Desktop\docs\docs\d30020t\APW19981206.0393
61,brazilian markets slide despite cardoso's almost certain ,180, rio de janeiro brazil (ap) brazilian stocks dropped sharply monday in the lowest trading volume of the year despite the almost certain re election of president fernando henrique cardoso brazil's largest stock exchange sao paulo bovespa lost 4.5 percent while,C:\Users\rishi\Desktop\docs\docs\d30025t\APW19981005.1097
62,attention turns to gubernatorial elections after cardoso's virtual ,493, sao paulo brazil (ap) attention has shifted in brazil from the president's almost certain re election to gubernatorial runoff elections on which the success of belt tightening measures deemed necessary to avert an economic meltdown may hinge with 69.5 percent,C:\Users\rishi\Desktop\docs\docs\d30025t\APW19981006.1099
63,election of governors could influence brazilian president's ,483, rio de janeiro brazil (ap) with president fernando henrique cardoso's economic austerity plan at critical point for brazil voters went to the polls sunday to elect governors in 12 states and the federal district of brasilia voting was calm after,C:\Users\rishi\Desktop\docs\docs\d30025t\APW19981025.0395
64,brazil's cardoso assumes second term amid vastly lower ,594, rio de janeiro brazil (ap) this time around the presidential rolls royce is staying in the garage and forget about champagne the inauguration will be toasted with locally grown sparkling wine and contraband whiskey seized by customs officials president fernando,C:\Users\rishi\Desktop\docs\docs\d30025t\APW19981231.0565
65,early returns indicate re election of cardoso in brazil ,599, rio de janeiro brazil brazilian voters appeared to re elect president fernando henrique cardoso in the first round of balloting sunday thus maintaining the leadership of country struggling against economic crisis in preliminary returns cardoso appeared to have defeated luiz,C:\Users\rishi\Desktop\docs\docs\d30025t\NYT19981004.0131
66,incumbent president takes comfortable lead in brazil ,712, rio de janeiro brazil brazilian voters gave president fernando henrique cardoso comfortable lead in the first round of balloting sunday apparently maintaining the leadership of country struggling against economic crisis with 22 percent of the vote counted cardoso appeared to,C:\Users\rishi\Desktop\docs\docs\d30025t\NYT19981004.0152
67,brazilian president's narrow re election dims hope for reform ,675, rio de janeiro brazil through the anxious weeks leading up to the national elections here on sunday as some $30 billion fled brazil despite the doubling of domestic interest rates international financial officials watched for the government to tackle cost,C:\Users\rishi\Desktop\docs\docs\d30025t\NYT19981005.0331
68,editorial brazil's economic troubles ,396, the new york times said in editorial for wednesday oct 7 brazilian president fernando henrique cardoso has little time to savor his apparent first round re election victory sunday he must take rapid and unpopular steps to save the economy,C:\Users\rishi\Desktop\docs\docs\d30025t\NYT19981006.0468
69,election of rivals in brazil hurts cardoso reform plans ,555, rio de janeiro brazil rivals of president fernando henrique cardoso won important victories in gubernatorial races sunday handing the recently re elected president complex landscape for pushing through long delayed government and economic reforms in sao paulo however brazil's most,C:\Users\rishi\Desktop\docs\docs\d30025t\NYT19981025.0180
70,brazilians scale back pledges to cut budget ,605, rio de janeiro brazil the brazilian government which recently pledged to slash discretionary spending by $7 billion in an urgent attempt to boost its economic credibility has released new budget figures that show the true reduction will run about half,C:\Users\rishi\Desktop\docs\docs\d30025t\NYT19981110.0322
71,mubarak arrives in saudi for talks with fahd ,163, riyadh saudi arabia (ap) egyptian president hosni mubarak arrived saturday for one day visit to discuss regional problems with saudi king fahd and other high ranking officials the talks will focus on the middle east peace process and the recent,C:\Users\rishi\Desktop\docs\docs\d30028t\APW19981003.0487
72,mubarak to visit syria turkey to ease military tensions ,188, riyadh saudi arabia (ap) president hosni mubarak of egypt will go to syria and turkey to help cool tensions between the two countries which appear to be edging toward military conflict top egyptian official said saturday mubarak ``will head within,C:\Users\rishi\Desktop\docs\docs\d30028t\APW19981003.0645
73,israel says it will stay out of turkey syria dispute ,144, jerusalem (ap) israel is not involved in any way in the current growing confrontations between turkey and syria spokesman said saturday ``israel is not part of this dispute and is not involved in it in any way '' said defense ministry,C:\Users\rishi\Desktop\docs\docs\d30028t\APW19981003.0646
74,turkish military launches new incursion into northern iraq ,431, ankara turkey (ap) about 10 000 turkish soldiers have crossed into northern iraq to attack kurdish rebels and the government said it might send forces into syria to eradicate guerrilla bases there news reports said saturday turkey's incursion into northern iraq,C:\Users\rishi\Desktop\docs\docs\d30028t\APW19981003.0741
75,turkish military crosses into northern iraq to attack kurdish ,272, ankara turkey (ap) the turkish government which sent about 10 000 soldiers into northern iraq to attack kurdish rebels has said it might send forces into syria to eradicate guerrilla bases there according to news reports turkey's incursion into northern iraq,C:\Users\rishi\Desktop\docs\docs\d30028t\APW19981004.0146
76,mubarak in syria over rising tension with turkey ,318, damascus syria (ap) egyptian president hosni mubarak flew here on sunday to try to defuse growing tension between syria and turkey mubarak was met at the airport by syrian president hafez assad and the two leaders drove straight to assad's,C:\Users\rishi\Desktop\docs\docs\d30028t\APW19981004.0172
77,precede tel aviv ,181, jerusalem (ap) signaling it does not want to be involved in any potential military confrontation between syria and turkey israel is limiting routine exercises along its own border with syria prime minister benjamin netanyahu also stressed israel's hands off approach,C:\Users\rishi\Desktop\docs\docs\d30028t\APW19981004.0175
78,mubarak in syria over rising tension with turkey ,316, damascus syria (ap) egyptian president hosni mubarak flew to damascus on sunday to try to defuse growing tension between syria and turkey mubarak was met at the airport by syrian president hafez assad and the two leaders drove straight to,C:\Users\rishi\Desktop\docs\docs\d30028t\APW19981004.0180
79,turkey's ties to syria sink to war in all but name ,575, istanbul turkey tension between turkey and syria has risen to the point where the top turkish military commander says the two hostile neighbors have reached ``a state of undeclared war.'' ``we are trying to be patient '' said the commander gen,C:\Users\rishi\Desktop\docs\docs\d30028t\NYT19981003.0058
80,arab concern grows over turkey syria dispute ,420, cairo egypt in sign of arab concern over growing tensions between turkey and syria egyptian president hosni mubarak flew on short notice to syria on sunday in an effort to defuse what is being portrayed in the middle east as,C:\Users\rishi\Desktop\docs\docs\d30028t\NYT19981004.0069
81,three soldiers and civilian killed in east timor ,325, jakarta indonesia (ap) assailants killed three soldiers and civilian in the disputed territory of east timor indonesia's official antara news agency reported sunday fourth soldier was missing and believed killed the military blamed pro independence activists in the stabbing deaths,C:\Users\rishi\Desktop\docs\docs\d30034t\APW19981101.0202
82,united nations envoy sees progress on east timor dispute ,248, lisbon portugal (ap) u.n envoy said wednesday he was making progress in his efforts to mediate settlement between portugal and indonesia on the disputed territory of east timor news reports said ``progress has been made and we'll pursue the (east),C:\Users\rishi\Desktop\docs\docs\d30034t\APW19981104.0812
83,east timor settlement talks at pivotal stage u.n envoy says ,234, lisbon portugal (ap) portugal and indonesia are mulling new proposal to settle their dispute over east timor and talks between the two sides are at crucial stage according to u.n envoy envoy jamsheed marker said late thursday that the u.n,C:\Users\rishi\Desktop\docs\docs\d30034t\APW19981106.0542
84,indonesian army slams east timor terrorist attack threat ,394, jakarta indonesia (ap) indonesia's military said friday that it was ready to act against threat from an east timor rebel group to launch terrorist attacks ``we will not tolerate any activity that threatens economic or military installations in east timor,C:\Users\rishi\Desktop\docs\docs\d30034t\APW19981106.0551
85,east timorese rebels hold two soldiers captive ,266, dili indonesia (ap) rebels in the disputed territory of east timor were holding two soldiers captive wednesday after releasing 11 others they abducted in deadly raid three soldiers and one pro independence activist were killed in the raid monday on,C:\Users\rishi\Desktop\docs\docs\d30034t\APW19981111.0598
86,indonesian leader urged to end violence in east timor ,362, kuala lumpur malaysia (ap) more than 100 people held candlelight vigil outside the indonesian embassy thursday demanding that president b.j habibie put an end to violence in east timor they shouted ``free east timor!'' and held banners that read ``stop,C:\Users\rishi\Desktop\docs\docs\d30034t\APW19981112.0549
87,two killed in clash between rebels and police in indonesia ,153, jakarta indonesia (ap) stray bullets killed two villagers during gunfight between separatist rebels and police in the northernmost indonesian region of aceh on sunday witnesses said woman and child died during the clash at kandang village about five kilometers (three,C:\Users\rishi\Desktop\docs\docs\d30034t\APW19981115.0219
88,indonesian lawmakers chide portuguese effort to extradite suharto ,274, jakarta indonesia (ap) indonesian legislators on friday chided portuguese effort to extradite former president suharto describing the proposal as impossible and unreasonable portugal's attorney general's office is examining request from lawmaker nuno correia da silva that suharto be extradited for,C:\Users\rishi\Desktop\docs\docs\d30034t\APW19981120.0282
89,indonesian army pullback in east timor disputed by leaked reports ,601, united nations opponents of indonesia's control over the disputed territory of east timor said thursday that documents leaked from the indonesian ministry of defense show that the army is not drawing down its forces in the territory as the government,C:\Users\rishi\Desktop\docs\docs\d30034t\NYT19981029.0389
90,reports of military executions in east timor to be investigated ,402, jakarta indonesia indonesia's national commission on human rights will investigate accusations that soldiers executed as many as 50 people this month in the troubled province of east timor in military operation against armed rebels the government said tuesday marzuki darusman,C:\Users\rishi\Desktop\docs\docs\d30034t\NYT19981124.0353
91,palestinian airport opens hailed as step toward statehood ,706, dahanieh gaza strip (ap) taking major step toward statehood the palestinians on tuesday inaugurated gaza international airport their first gateway to the world with cheers tears and an outpouring of patriotism an egypt air plane was the first to land,C:\Users\rishi\Desktop\docs\docs\d30040t\APW19981124.0254
92,palestinian airport opens hailed as step toward statehood ,716, dahanieh gaza strip (ap) taking major step toward statehood the palestinians on tuesday inaugurated gaza international airport their first gateway to the world with cheers tears and an outpouring of patriotism an egypt air plane was the first to land,C:\Users\rishi\Desktop\docs\docs\d30040t\APW19981124.0256
93,jordan and palestinians launch air link ,184, amman jordan (ap) the first palestinian commercial flight landed at amman's marka airport on saturday inaugurating an air route between jordan and the autonomous gaza strip the falcon f 50 short haul plane carried 48 passengers mostly palestinian businessmen and,C:\Users\rishi\Desktop\docs\docs\d30040t\APW19981205.0220
94,israel threatens to close palestinian airport over security ,219, jerusalem (ap) israel has threatened to close down the palestinian run gaza airport over security violation an israeli official said tuesday move that could further undermine the already fragile peace process palestinian airport workers refused to allow israeli security officials,C:\Users\rishi\Desktop\docs\docs\d30040t\APW19981229.0756
95,israel threatens to close palestinian airport over security ,215, jerusalem (ap) israel has threatened to close down the palestinian run gaza airport over security violation an israeli official said tuesday move that could further undermine the already fragile peace process palestinian airport workers refused to allow israeli security officials,C:\Users\rishi\Desktop\docs\docs\d30040t\APW19981229.0763
96,israel delays two flights from palestinian airport ,269, jerusalem (ap) israeli security officials delayed two planes from taking off from the palestinian airport on wednesday the latest tensions in rare area of israeli palestinian cooperation plane bound for amman jordan was delayed for two hours over an israeli,C:\Users\rishi\Desktop\docs\docs\d30040t\APW19981230.0983
97,israel delays two flights from palestinian airport ,82," jerusalem (ap) israeli security officials delayed two planes from taking off from the palestinian airport on wednesday marking the latest tensions in rare area of israeli palestinian cooperation &ur plane 2nd graf pvs	",C:\Users\rishi\Desktop\docs\docs\d30040t\APW19981230.0991
98,palestinian airport opens to jubilation ,1021, rafah gaza palestinians celebrated with euphoria the long delayed opening of their international airport tuesday as parade of planes swooped down from cottony skies and glided to literal red carpet landing in the flatlands of gaza with brass bands bag,C:\Users\rishi\Desktop\docs\docs\d30040t\NYT19981124.0267
99,palestinian airlines takes to the air ,873, rafah gaza strip cruising at 19 000 feet on saturday in the cockpit of the first palestinian airlines flight to depart from gaza's new international airport capt jamal al how from the jabaliya refugee camp could not restrain himself ``at this,C:\Users\rishi\Desktop\docs\docs\d30040t\NYT19981206.0110
100,palestinian airlines takes to the air ,888, rafah gaza strip cruising at 19 000 feet on saturday in the cockpit of the first palestinian airlines flight to depart from gaza's new international airport capt jamal al how from the jabaliya refugee camp could not restrain himself ``at this,C:\Users\rishi\Desktop\docs\docs\d30040t\NYT19981206.0144
101,libyan leader says he wants improved relationship with united ,437, london (ap) libyan leader moammar gadhafi said the suspects in the lockerbie bombing are ''very happy'' to be tried in the netherlands and he hoped the trial would lead to better relationship with the united states ''we can solve this,C:\Users\rishi\Desktop\docs\docs\d30042t\APW19981020.1108
